GripperDeviceControllerType_SoftwareRevision,15491,Variable
GripperDeviceControllerType_DeviceRevision,15492,Variable
GripperDeviceControllerType_RevisionCounter,15493,Variable
GripperDeviceControllerType_ProductCode,15494,Variable
GripperDeviceControllerType_DeviceManual,15495,Variable
GripperDeviceControllerType_DeviceClass,15496,Variable
GripperDeviceControllerType_AssetId,15497,Variable
GripperDeviceControllerType_ComponentName,15498,Variable
GripperDeviceControllerType_Skills,15499,Object
GripperDeviceControllerType_Skills_MoveGripperSkill,15500,Object
GripperDeviceControllerType_Skills_MoveGripperSkill_CurrentState,15501,Variable
GripperDeviceControllerType_Skills_MoveGripperSkill_CurrentState_Id,15502,Variable
GripperDeviceControllerType_Skills_MoveGripperSkill_CurrentState_Name,15503,Variable
GripperDeviceControllerType_Skills_MoveGripperSkill_CurrentState_Number,15504,Variable
GripperDeviceControllerType_Skills_MoveGripperSkill_CurrentState_EffectiveDisplayName,15505,Variable
GripperDeviceControllerType_Skills_MoveGripperSkill_LastTransition,15506,Variable
GripperDeviceControllerType_Skills_MoveGripperSkill_LastTransition_Id,15507,Variable
GripperDeviceControllerType_Skills_MoveGripperSkill_LastTransition_Name,15508,Variable
GripperDeviceControllerType_Skills_MoveGripperSkill_LastTransition_Number,15509,Variable
GripperDeviceControllerType_Skills_MoveGripperSkill_LastTransition_TransitionTime,15510,Variable
GripperDeviceControllerType_Skills_MoveGripperSkill_LastTransition_EffectiveTransitionTime,15511,Variable
